Wide(Inches),Weight(Pounds),Ram Size(GB),Ram Type,HDD,Processor,Battery(mAh),Camera(MP),Display,Label
10.8,1.16,4,DDR3,64GB,1.5,3317,1.3,LTPS-SCREEN,5
3.2,0.159,16,DR2,32GB,1.3,3720,2,IPS-LCD,6
15.0,2.07,4,DDR4,1TB,3.08,4624,1.3,LTPS-SCREEN,1
15.0,5.49,16,DDR3,128GB,2.3,3500,4,IPS,2
15.9,2.32,8,DR2,1TB,3.2,5465,1.3,LED,3
13.9,3.75,4,DDR3,512GB,4.47,3891,3.1,LED,4
10.4,1.32,16,DR2,16GB,2.36,4007,6,IPS-LCD,5
3.5,0.155,4,DDR3,16GB,1.3,1463,108,OLED,6
15.7,5.73,8,DR2,128GB,3.14,5638,1.9,LTPS-SCREEN,1
15.4,5.15,8,DDR4,1TB,2.57,2529,1.9,AMOLED,2
15.7,2.95,4,DDR4,1TB,3.21,5953,4,IPS,3
14.7,3.27,4,DDR3,512GB,4.22,4548,4,OLED,4
11.3,1.21,8,DR2,32GB,1.3,4502,6,IPS-LCD,5
4.6,0.152,2,DDR3,64GB,2.5,3220,4,IPS,6
15.2,5.77,2,DDR4,1TB,2.76,2479,1.3,AMOLED,1
15.3,4.91,8,DDR4,128GB,2.92,2974,1.3,IPS-LCD,2
16.0,2.31,8,DDR4,128GB,2.52,4771,2.1,LTPS-SCREEN,3
14.3,3.1,8,DDR4,1TB,3.79,4699,1.2,AMOLED,4
10.4,1.17,8,DR2,16GB,1.5,4004,10,IPS-LCD,5
5.2,0.146,2,DDR4,64GB,2.36,3557,6,IPS,6
13.5,6.3,4,DDR3,128GB,2.02,3775,1.3,IPS-LCD,1
14.2,4.4,16,DR2,256GB,2.64,3617,2.1,LED,2
15.8,2.5,4,DDR3,256GB,3.25,5084,1.3,IPS-LCD,3
14.8,3.57,4,DDR4,1TB,3.7,4003,3.1,IPS-LCD,4
10.5,0.98,4,DDR4,64GB,2.36,3199,4,OLED,5
3.5,0.173,2,DDR3,32GB,1.5,3639,8,IPS-LCD,6
14.5,7.0,2,DDR4,256GB,2.21,5045,1.9,OLED,1
14.3,4.31,4,DR2,128GB,2.81,3129,1.2,OLED,2
15.7,2.93,8,DR2,512GB,2.43,2248,4,IPS-LCD,3
14.8,3.77,16,DDR3,256GB,4.23,4178,4,LTPS-SCREEN,4
11.1,1.06,16,DDR3,64GB,1.5,2930,10,LTPS-SCREEN,5
4.2,0.165,16,DR2,64GB,1.3,2052,32,OLED,6
15.0,5.84,16,DDR3,128GB,2.31,2306,4,OLED,1
15.1,5.41,2,DDR4,512GB,2.79,2506,1.3,LED,2
15.9,2.66,8,DDR3,512GB,3.21,2145,2.1,OLED,3
14.3,3.66,2,DR2,512GB,3.96,4113,1.2,OLED,4
11.6,0.85,16,DR2,32GB,2.36,4929,6,IPS-LCD,5
4.4,0.153,2,DDR4,16GB,1.8,1746,8,IPS,6
13.1,7.26,2,DDR3,1TB,2.8,4956,4,LED,1
14.4,5.81,16,DDR4,128GB,2.97,3346,1.2,IPS-LCD,2
15.7,2.3,16,DR2,128GB,3.47,5552,1.2,LED,3
14.8,3.23,2,DR2,512GB,4.07,3638,2.1,AMOLED,4
11.9,1.6,4,DDR4,16GB,1.5,2683,2,LED,5
4.2,0.155,2,DR2,32GB,2.36,2057,10,IPS,6
15.7,3.7,8,DDR4,256GB,3.4,3402,4,AMOLED,1
14.1,4.98,8,DDR4,1TB,2.5,2541,2.1,IPS-LCD,2
15.8,2.47,16,DR2,1TB,2.32,4373,3.1,AMOLED,3
14.5,3.36,8,DR2,512GB,3.86,4436,3.1,IPS-LCD,4
10.0,1.02,4,DDR4,64GB,1.3,2848,4,OLED,5
4.0,0.146,8,DR2,32GB,1.8,3669,12,LTPS-SCREEN,6
14.7,5.21,8,DR2,256GB,2.14,5469,4,IPS,1
14.7,4.34,8,DDR4,1TB,2.71,2846,3.1,LED,2
15.8,2.89,16,DR2,128GB,2.94,4749,3.1,LED,3
14.0,3.5,4,DDR3,128GB,4.17,3832,1.3,LTPS-SCREEN,4
9.7,1.57,2,DDR4,32GB,1.5,2874,13,LTPS-SCREEN,5
5.4,0.134,16,DDR4,32GB,2.96,3141,1.3,IPS-LCD,6
13.6,2.4,2,DDR4,512GB,2.87,2112,4,OLED,1
14.9,5.35,8,DDR3,128GB,2.96,3378,1.2,IPS,2
16.0,2.55,8,DDR4,256GB,3.27,4734,4,IPS-LCD,3
15.6,2.94,4,DDR4,256GB,3.79,4287,1.3,OLED,4
9.9,1.32,16,DR2,64GB,2.36,4849,10,LTPS-SCREEN,5
5.4,0.156,8,DDR3,64GB,2.5,1258,10,LTPS-SCREEN,6
15.4,7.26,16,DR2,128GB,2.03,3301,1.2,AMOLED,1
14.5,5.52,2,DDR3,256GB,2.31,2905,1.2,IPS-LCD,2
15.8,2.93,2,DDR4,256GB,3.17,5411,4,AMOLED,3
15.0,3.47,8,DR2,256GB,4.26,4231,4,OLED,4
10.7,0.88,4,DDR4,64GB,1.5,4010,6,IPS,5
3.1,0.153,8,DDR3,16GB,2.36,3263,4,AMOLED,6
15.1,3.11,8,DDR4,1TB,2.4,4385,2.1,LED,1
15.0,4.71,16,DR2,256GB,2.84,2731,1.9,AMOLED,2
15.9,2.79,4,DDR3,1TB,2.51,5722,4,AMOLED,3
15.0,3.8,8,DDR3,512GB,3.71,4333,1.3,IPS,4
10.1,1.31,8,DR2,64GB,2.36,3428,6,LTPS-SCREEN,5
3.4,0.148,8,DDR3,128GB,1.8,3154,3,LED,6
14.5,6.04,2,DR2,128GB,2.56,2727,3.1,IPS,1
15.4,4.94,8,DDR4,256GB,2.98,3318,1.2,LTPS-SCREEN,2
15.6,2.65,16,DDR3,128GB,3.06,5933,4,IPS-LCD,3
14.7,3.69,2,DDR3,1TB,4.08,3989,3.1,AMOLED,4
10.8,1.37,8,DDR4,16GB,1.8,4519,13,IPS,5
3.5,0.168,16,DDR3,32GB,1.8,2599,2,OLED,6
14.1,5.82,16,DDR4,128GB,2.93,5324,2.1,LED,1
14.5,5.61,8,DDR4,512GB,2.58,2704,4,AMOLED,2
15.9,2.44,4,DDR3,256GB,2.84,4720,1.9,LTPS-SCREEN,3
14.0,3.26,2,DR2,512GB,3.81,4733,3.1,OLED,4
10.9,1.15,4,DR2,32GB,2.36,3814,1.3,IPS-LCD,5
3.8,0.131,8,DDR4,32GB,1.8,2545,108,LED,6
15.7,4.68,16,DDR4,512GB,1.67,2284,1.9,LED,1
14.9,4.95,4,DDR4,128GB,2.65,3621,2.1,LTPS-SCREEN,2
15.9,2.33,2,DR2,256GB,3.04,2715,2.1,IPS,3
15.4,2.97,8,DDR4,1TB,3.77,4859,1.3,LED,4
11.2,1.36,2,DR2,16GB,2.36,2814,12,AMOLED,5
3.6,0.138,8,DR2,16GB,2.5,1360,1.3,IPS-LCD,6
14.3,5.76,16,DR2,128GB,2.81,5372,1.9,AMOLED,1
14.9,4.46,2,DDR4,1TB,2.33,3196,2.1,OLED,2
15.8,2.74,2,DDR4,128GB,2.98,2180,1.2,LTPS-SCREEN,3
14.6,3.23,16,DDR4,128GB,3.79,3623,1.2,IPS,4
10.2,1.59,8,DDR4,64GB,2.36,2559,10,LED,5
5.2,0.151,8,DR2,32GB,1.3,2307,108,LTPS-SCREEN,6
15.8,7.54,4,DDR3,1TB,2.41,5026,1.3,IPS-LCD,1
14.2,5.9,8,DDR3,128GB,2.76,3567,1.3,IPS,2
15.7,2.92,4,DDR3,512GB,2.93,4610,1.9,AMOLED,3
13.9,3.8,4,DDR4,1TB,4.39,4091,3.1,LED,4
11.1,0.83,8,DDR3,32GB,1.5,4752,12,AMOLED,5
4.2,0.137,2,DR2,128GB,2.5,2909,12,AMOLED,6
16.0,2.88,16,DDR4,256GB,1.68,4783,2.1,IPS-LCD,1
15.4,5.67,8,DDR4,1TB,2.49,3799,1.9,IPS,2
16.0,2.85,16,DDR4,128GB,3.31,3018,1.2,LED,3
15.2,3.27,4,DR2,1TB,3.92,4487,1.9,AMOLED,4
11.6,1.42,8,DDR3,64GB,1.3,4967,6,LED,5
3.5,0.142,8,DR2,128GB,1.3,2209,16,LED,6
13.6,2.3,8,DDR4,512GB,2.78,4200,1.9,AMOLED,1
14.8,5.5,16,DR2,256GB,2.55,3996,4,LED,2
16.0,2.97,16,DR2,256GB,2.46,2955,1.9,IPS-LCD,3
14.1,3.05,4,DR2,1TB,4.34,4044,4,AMOLED,4
9.8,1.67,16,DR2,32GB,1.3,4154,1.3,LED,5
4.8,0.179,16,DDR3,64GB,2.36,3793,10,AMOLED,6
15.9,7.53,2,DR2,256GB,2.75,2276,2.1,AMOLED,1
14.8,4.34,16,DR2,256GB,2.74,2942,4,IPS-LCD,2
15.9,2.88,8,DDR3,128GB,3.2,4705,1.9,LTPS-SCREEN,3
15.2,2.95,16,DR2,256GB,3.97,4473,1.3,OLED,4
10.7,1.4,8,DDR3,32GB,1.3,3131,10,IPS-LCD,5
5.0,0.141,2,DDR4,64GB,1.8,2031,13,IPS-LCD,6
15.6,6.65,16,DDR4,1TB,2.63,2349,1.3,IPS,1
15.1,5.11,8,DDR3,1TB,2.36,3781,1.2,OLED,2
15.6,2.52,8,DDR4,1TB,3.24,3510,4,IPS-LCD,3
14.1,3.65,16,DR2,128GB,4.26,4068,1.3,LTPS-SCREEN,4
11.8,1.05,16,DR2,32GB,2.36,2851,2,IPS-LCD,5
4.5,0.152,2,DDR3,32GB,2.36,2958,48,IPS-LCD,6
13.3,4.37,8,DDR4,512GB,1.79,4759,2.1,AMOLED,1
15.3,4.08,2,DR2,256GB,2.72,3784,2.1,LED,2
15.8,2.76,4,DDR4,512GB,2.83,4159,1.9,IPS-LCD,3
15.1,3.55,16,DR2,256GB,3.8,3793,1.2,LTPS-SCREEN,4
10.0,0.92,4,DDR4,64GB,1.8,4787,6,IPS,5
4.4,0.14,2,DDR4,64GB,2.96,3146,10,IPS-LCD,6
13.5,7.25,16,DDR4,128GB,3.17,5518,1.9,AMOLED,1
15.0,4.09,8,DR2,256GB,2.36,2594,1.3,OLED,2
15.9,2.37,4,DDR3,256GB,3.43,3569,4,IPS,3
13.7,2.94,2,DR2,1TB,4.38,4143,2.1,LED,4
10.6,1.66,2,DR2,16GB,2.36,3743,2,IPS-LCD,5
4.0,0.159,4,DDR3,32GB,2.5,2716,8,OLED,6
14.5,3.03,16,DDR3,128GB,2.88,5061,4,IPS,1
14.6,5.46,4,DDR4,128GB,2.52,3716,2.1,OLED,2
15.8,2.33,2,DDR4,512GB,3.27,2899,1.2,LTPS-SCREEN,3
14.4,3.26,4,DDR4,1TB,3.98,4189,3.1,IPS,4
10.6,0.88,8,DDR4,16GB,2.36,4040,4,IPS-LCD,5
3.1,0.156,4,DDR4,128GB,2.5,2051,2,LTPS-SCREEN,6
15.4,2.39,8,DR2,1TB,2.4,5903,1.2,IPS,1
14.3,5.54,2,DR2,1TB,2.59,3017,1.3,LTPS-SCREEN,2
16.0,2.61,16,DDR3,1TB,3.41,4240,1.9,LTPS-SCREEN,3
13.7,3.23,2,DDR3,256GB,3.74,4090,1.2,AMOLED,4
11.8,1.07,16,DR2,32GB,1.3,2983,6,IPS-LCD,5
3.3,0.153,2,DDR3,64GB,1.5,2325,48,IPS-LCD,6
15.7,3.56,4,DDR4,256GB,3.24,5271,1.3,OLED,1
15.3,4.73,4,DDR4,512GB,2.78,3658,1.3,IPS,2
16.0,2.83,16,DR2,128GB,3.36,3379,4,LED,3
15.1,3.5,8,DDR4,128GB,4.42,4456,1.3,IPS,4
9.9,0.76,4,DR2,16GB,1.5,2650,12,IPS,5
4.1,0.14,4,DDR4,32GB,1.3,765,48,LTPS-SCREEN,6
14.4,5.35,16,DR2,256GB,2.78,2227,1.9,LTPS-SCREEN,1
14.5,5.48,4,DDR3,128GB,2.36,2871,1.3,LED,2
16.0,2.68,4,DR2,256GB,3.07,3835,3.1,AMOLED,3
15.0,3.16,2,DDR4,512GB,3.99,4141,4,IPS,4
10.3,1.0,4,DR2,32GB,1.5,2761,8,LTPS-SCREEN,5
3.4,0.164,4,DDR3,32GB,1.8,3448,10,LTPS-SCREEN,6
15.4,7.32,16,DDR4,512GB,2.45,2957,2.1,IPS-LCD,1
14.7,4.82,2,DDR3,1TB,2.65,2997,2.1,AMOLED,2
16.0,2.33,16,DDR4,256GB,2.43,2630,3.1,IPS,3
15.3,3.11,16,DDR3,256GB,4.09,4907,3.1,LED,4
10.4,0.87,8,DDR3,64GB,2.36,4025,8,LTPS-SCREEN,5
4.0,0.131,4,DR2,16GB,1.8,2537,1.3,LTPS-SCREEN,6
14.1,7.48,4,DDR4,512GB,2.86,4016,3.1,IPS,1
15.6,4.72,2,DDR4,256GB,2.72,3880,4,IPS,2
15.9,2.76,8,DDR3,128GB,2.54,5542,2.1,LED,3
14.8,3.8,2,DDR3,128GB,3.82,4937,3.1,OLED,4
11.3,1.1,16,DDR3,16GB,2.36,3012,8,LTPS-SCREEN,5
4.3,0.142,4,DDR4,16GB,1.3,828,3,IPS-LCD,6
13.5,3.52,8,DDR4,512GB,3.34,4733,1.2,AMOLED,1
15.4,5.81,4,DR2,256GB,2.9,2529,2.1,IPS-LCD,2
15.9,2.5,4,DDR4,128GB,2.31,5751,1.3,LTPS-SCREEN,3
15.3,2.96,2,DDR3,128GB,3.77,3988,1.2,OLED,4
11.3,0.89,16,DDR3,16GB,1.3,3985,1.3,AMOLED,5
5.2,0.148,8,DR2,32GB,1.5,3904,6,LTPS-SCREEN,6
14.6,7.25,16,DDR3,1TB,2.67,5354,2.1,AMOLED,1
14.3,4.33,2,DDR4,128GB,2.33,3637,4,LED,2
15.7,2.31,16,DR2,128GB,2.3,5785,4,IPS-LCD,3
14.9,2.96,2,DDR4,256GB,3.87,4537,1.9,LTPS-SCREEN,4
11.8,1.34,8,DR2,16GB,1.8,4803,8,LTPS-SCREEN,5
4.7,0.164,16,DDR4,32GB,2.5,1104,13,LED,6
13.7,3.99,8,DDR3,256GB,3.13,2973,4,IPS,1
14.2,4.24,16,DDR4,256GB,2.31,2679,1.9,AMOLED,2
15.7,2.72,4,DDR3,1TB,3.25,5211,1.2,LTPS-SCREEN,3
15.5,3.42,16,DDR3,512GB,3.85,3847,3.1,OLED,4
11.4,1.15,4,DDR4,16GB,1.8,4649,8,IPS-LCD,5
3.1,0.157,16,DR2,128GB,1.5,1331,108,LED,6
15.4,5.92,4,DDR3,1TB,3.09,3592,3.1,OLED,1
14.7,4.41,4,DR2,512GB,2.31,3424,1.3,IPS-LCD,2
15.6,2.65,4,DDR4,256GB,2.66,5893,4,OLED,3
13.8,3.5,16,DDR3,512GB,3.8,3911,1.3,IPS-LCD,4
10.4,1.51,2,DDR3,16GB,2.36,4157,10,OLED,5
4.5,0.133,2,DDR4,32GB,1.8,960,4,IPS,6
15.7,3.94,4,DR2,512GB,2.68,4968,2.1,LTPS-SCREEN,1
14.1,5.22,2,DDR4,256GB,2.86,2608,3.1,IPS-LCD,2
15.8,2.47,4,DR2,256GB,3.42,5836,1.9,LTPS-SCREEN,3
13.8,3.54,16,DDR4,256GB,4.24,3727,1.2,IPS-LCD,4
11.8,1.23,4,DDR3,64GB,1.5,4061,3,IPS-LCD,5
3.4,0.183,8,DR2,64GB,1.5,3943,16,LTPS-SCREEN,6
14.3,6.61,2,DR2,512GB,1.92,4483,1.2,OLED,1
15.1,5.21,2,DDR3,512GB,2.35,3064,2.1,LTPS-SCREEN,2
15.8,2.83,4,DDR4,512GB,2.32,3121,4,AMOLED,3
15.1,3.6,4,DDR4,256GB,3.93,4716,2.1,OLED,4
10.9,0.89,8,DDR4,16GB,1.5,4723,13,IPS-LCD,5
4.6,0.156,2,DDR4,64GB,1.5,691,10,LTPS-SCREEN,6
15.3,6.13,16,DDR3,128GB,1.99,5751,1.2,IPS,1
14.8,4.83,8,DDR3,128GB,2.93,3617,1.3,OLED,2
15.6,2.96,8,DDR4,256GB,3.17,4464,4,LED,3
14.5,3.1,16,DR2,1TB,4.48,4875,4,LTPS-SCREEN,4
11.7,1.21,16,DDR4,16GB,2.36,3143,2,IPS-LCD,5
3.8,0.186,16,DDR4,128GB,1.5,1633,48,AMOLED,6
13.5,4.79,2,DDR4,128GB,1.62,5246,1.9,OLED,1
14.0,4.74,4,DDR4,1TB,2.87,3618,3.1,LED,2
15.7,2.4,4,DDR3,512GB,3.07,3199,1.9,IPS-LCD,3
15.1,2.96,8,DDR3,512GB,4.06,4262,1.9,IPS,4
11.4,1.31,2,DDR3,64GB,1.5,3843,10,IPS,5
4.0,0.163,16,DDR3,64GB,1.5,1527,1.3,OLED,6
14.4,4.81,16,DR2,256GB,1.84,5051,1.3,LED,1
15.2,4.9,16,DR2,256GB,2.42,3867,1.2,IPS,2
16.0,2.5,4,DR2,256GB,2.36,3917,2.1,LED,3
15.5,3.16,8,DDR3,1TB,4.19,3618,3.1,AMOLED,4
10.7,1.63,8,DR2,32GB,1.8,2769,1.3,LED,5
3.7,0.164,8,DDR3,16GB,2.5,1722,8,AMOLED,6
15.9,7.49,16,DR2,1TB,3.08,2214,3.1,IPS,1
14.2,5.63,4,DR2,512GB,2.81,2503,1.3,OLED,2
15.8,2.61,2,DDR4,256GB,3.3,2418,2.1,LED,3
15.5,2.96,2,DDR4,256GB,4.45,4874,3.1,AMOLED,4
10.8,1.06,16,DDR4,16GB,1.3,2535,13,AMOLED,5
3.0,0.141,8,DR2,64GB,1.3,3991,13,AMOLED,6
13.9,4.57,4,DDR4,256GB,3.21,3192,2.1,OLED,1
14.8,5.57,2,DR2,512GB,2.5,3001,2.1,AMOLED,2
15.8,2.84,16,DDR3,512GB,2.79,2075,4,IPS-LCD,3
14.8,2.95,16,DR2,1TB,3.78,3890,2.1,LED,4
10.4,1.1,16,DDR4,16GB,2.36,4408,6,LTPS-SCREEN,5
4.2,0.185,8,DDR3,16GB,2.5,1101,32,LTPS-SCREEN,6
13.6,3.68,8,DR2,256GB,2.28,4719,2.1,LED,1
14.9,5.43,4,DDR4,512GB,2.6,3668,4,LTPS-SCREEN,2
15.6,2.35,8,DDR3,512GB,3.4,5807,1.3,AMOLED,3
15.3,3.16,2,DR2,128GB,3.73,3751,4,IPS,4
11.6,1.49,16,DR2,32GB,1.8,2646,10,LED,5
3.4,0.169,16,DR2,16GB,1.8,2137,32,AMOLED,6
15.8,7.28,4,DDR3,256GB,1.6,5950,1.9,IPS,1
15.2,4.22,8,DR2,256GB,2.89,2911,1.2,IPS-LCD,2
15.9,2.94,8,DR2,256GB,3.07,5325,3.1,AMOLED,3
14.7,3.55,8,DDR4,1TB,4.35,4490,3.1,IPS-LCD,4
10.4,1.7,8,DDR4,64GB,1.5,3222,6,IPS,5
3.8,0.149,8,DR2,128GB,2.5,1339,1.3,IPS-LCD,6
13.9,2.57,16,DDR3,1TB,1.74,5032,2.1,AMOLED,1
15.5,4.05,2,DDR3,1TB,2.34,2778,1.3,LTPS-SCREEN,2
16.0,2.5,2,DDR3,256GB,3.43,5129,1.9,AMOLED,3
14.1,3.11,2,DDR3,128GB,3.7,3601,4,OLED,4
11.7,0.81,16,DDR4,64GB,1.3,4844,2,IPS,5
5.2,0.151,8,DDR4,64GB,1.8,3164,2,AMOLED,6
13.9,7.15,8,DR2,512GB,2.44,4101,2.1,IPS,1
14.2,5.44,8,DR2,256GB,2.3,2619,2.1,IPS,2
15.9,2.91,16,DDR3,128GB,3.14,2832,3.1,IPS,3
15.4,2.92,16,DDR3,256GB,3.96,3697,1.3,IPS-LCD,4
11.7,0.86,4,DDR4,64GB,1.8,3742,6,LED,5
4.3,0.168,16,DDR3,64GB,2.5,3876,8,IPS-LCD,6
13.8,5.0,16,DDR4,512GB,2.26,2900,1.2,IPS-LCD,1
15.4,4.71,16,DDR3,256GB,2.61,2881,3.1,IPS,2
15.9,2.67,8,DDR4,1TB,3.07,2805,1.3,AMOLED,3
14.8,3.51,16,DR2,1TB,3.93,4723,1.3,AMOLED,4
10.1,0.78,2,DDR3,64GB,1.8,4718,2,LTPS-SCREEN,5
5.0,0.132,16,DDR3,32GB,2.36,1162,32,IPS-LCD,6
13.6,2.86,4,DDR3,1TB,3.06,5258,1.3,LTPS-SCREEN,1
14.9,5.68,2,DR2,1TB,2.56,3513,3.1,OLED,2
15.9,2.31,2,DDR4,256GB,3.45,2391,3.1,OLED,3
15.3,3.55,4,DDR4,128GB,3.85,4050,4,IPS,4
10.4,1.05,8,DDR4,64GB,1.5,3602,10,AMOLED,5
4.3,0.135,16,DDR3,16GB,1.5,3062,1.3,OLED,6
13.2,4.83,2,DR2,512GB,2.45,2956,1.2,OLED,1
14.8,4.0,4,DDR4,256GB,2.77,3373,1.3,AMOLED,2
15.8,2.75,2,DDR4,512GB,2.42,5509,2.1,AMOLED,3
14.9,3.08,4,DDR4,128GB,4.38,4277,2.1,IPS-LCD,4
11.4,1.41,8,DDR4,16GB,1.5,3402,12,IPS,5
4.5,0.132,4,DR2,128GB,2.5,1316,10,OLED,6
14.5,7.54,8,DR2,512GB,2.89,2737,1.2,LTPS-SCREEN,1
14.9,4.52,8,DDR3,512GB,2.6,3762,2.1,IPS-LCD,2
15.7,2.42,2,DDR3,1TB,2.31,2027,4,OLED,3
15.1,3.75,8,DDR3,128GB,4.26,4265,1.3,OLED,4
10.6,1.31,4,DDR3,16GB,2.36,3667,4,OLED,5
5.5,0.173,8,DR2,32GB,2.96,2286,1.3,OLED,6
14.9,6.98,2,DR2,256GB,2.81,3378,3.1,LTPS-SCREEN,1
15.1,4.33,8,DR2,256GB,2.91,3099,1.2,LED,2
15.9,2.59,2,DDR3,1TB,2.73,2384,3.1,LTPS-SCREEN,3
14.0,2.99,4,DDR4,1TB,3.8,4479,1.3,OLED,4
11.5,1.27,16,DDR3,16GB,2.36,3867,2,IPS-LCD,5
5.0,0.138,2,DR2,32GB,2.5,936,108,LTPS-SCREEN,6
15.9,2.25,4,DDR4,1TB,2.66,5808,1.9,IPS-LCD,1
15.0,4.64,8,DDR4,1TB,2.66,3930,4,IPS,2
15.6,2.37,8,DDR4,256GB,3.08,3167,1.9,IPS,3
15.1,3.34,4,DDR4,1TB,3.98,3742,1.3,LTPS-SCREEN,4
11.4,1.71,2,DDR4,16GB,1.5,2876,4,IPS,5
3.4,0.157,8,DDR4,64GB,2.36,1729,2,OLED,6
13.4,5.19,16,DDR3,128GB,2.79,4936,4,LTPS-SCREEN,1
15.2,5.54,2,DR2,128GB,2.74,2786,3.1,IPS-LCD,2
15.7,2.55,2,DDR4,128GB,2.48,2006,1.3,OLED,3
14.1,3.15,8,DDR3,512GB,4.07,4318,4,OLED,4
11.9,1.53,4,DDR3,16GB,2.36,2584,10,LED,5
3.3,0.174,4,DDR3,16GB,1.3,3295,6,OLED,6
14.5,5.34,16,DR2,1TB,1.72,5384,1.9,AMOLED,1
14.1,5.68,16,DDR4,256GB,2.97,3879,2.1,LTPS-SCREEN,2
16.0,2.37,16,DDR4,512GB,3.02,2365,3.1,OLED,3
14.3,3.02,4,DR2,256GB,4.27,4158,1.9,AMOLED,4
11.7,1.1,16,DDR3,16GB,1.3,3406,6,OLED,5
5.3,0.135,2,DDR4,128GB,1.5,2253,4,IPS-LCD,6
13.1,2.7,16,DDR4,1TB,2.22,3692,1.2,LTPS-SCREEN,1
14.4,4.33,4,DDR3,1TB,2.61,3400,4,LED,2
15.7,2.44,4,DR2,128GB,2.76,3077,1.9,IPS-LCD,3
13.9,3.2,16,DR2,1TB,4.48,3986,1.2,LTPS-SCREEN,4
10.5,0.91,4,DDR4,16GB,2.36,4194,3,IPS-LCD,5
5.2,0.149,16,DDR4,64GB,1.3,1373,6,LTPS-SCREEN,6
14.0,6.21,2,DR2,256GB,1.63,4721,1.9,IPS,1
14.8,5.36,4,DDR4,256GB,2.49,2859,1.9,LED,2
15.8,2.93,2,DR2,512GB,2.49,3622,4,IPS,3
15.0,3.49,2,DDR4,128GB,4.15,4354,2.1,AMOLED,4
10.4,1.21,2,DDR3,64GB,1.3,3473,2,IPS-LCD,5
5.5,0.188,4,DR2,64GB,2.96,3076,16,AMOLED,6
14.0,3.05,4,DR2,512GB,3.2,4326,2.1,LED,1
15.1,5.55,16,DR2,128GB,2.46,3907,3.1,LTPS-SCREEN,2
15.9,2.66,16,DDR3,1TB,3.45,5150,4,AMOLED,3
15.5,3.75,2,DR2,128GB,4.07,3833,3.1,AMOLED,4
10.8,1.75,2,DDR4,64GB,1.5,2790,10,IPS,5
5.5,0.143,4,DDR4,64GB,2.96,1590,4,AMOLED,6
14.2,6.36,16,DDR3,256GB,2.55,5708,2.1,IPS,1
14.6,5.59,8,DDR4,1TB,2.75,3784,1.3,IPS,2
16.0,2.4,16,DDR3,256GB,2.91,4919,1.9,LTPS-SCREEN,3
14.0,3.3,2,DR2,256GB,3.96,4963,2.1,OLED,4
11.8,0.87,16,DDR3,32GB,1.5,3935,12,IPS,5
4.0,0.188,8,DR2,64GB,2.36,1547,6,IPS,6
13.9,3.88,8,DDR4,128GB,1.97,4697,4,LTPS-SCREEN,1
15.2,4.15,8,DDR3,1TB,2.96,3923,3.1,IPS,2
15.8,2.69,4,DDR3,256GB,3.06,3323,3.1,AMOLED,3
14.9,3.54,16,DDR4,512GB,4.21,4382,4,OLED,4
11.0,0.95,16,DDR3,64GB,1.3,3022,12,IPS,5
4.5,0.177,8,DDR3,64GB,1.3,2888,4,IPS-LCD,6
14.0,7.36,16,DDR4,128GB,3.01,5233,1.9,IPS,1
14.5,5.54,2,DDR4,256GB,2.42,3800,2.1,LED,2
15.9,2.96,2,DDR4,1TB,2.38,3198,3.1,IPS,3
15.4,3.58,16,DR2,1TB,4.3,3956,3.1,IPS-LCD,4
11.1,1.63,8,DDR4,16GB,1.5,3949,8,AMOLED,5
4.4,0.132,16,DDR3,64GB,2.96,1352,13,LED,6
13.8,5.11,2,DR2,256GB,2.24,3929,2.1,OLED,1
15.1,5.85,16,DR2,128GB,2.43,2935,4,IPS-LCD,2
15.7,2.71,2,DR2,256GB,2.97,4203,4,IPS-LCD,3
13.7,3.26,4,DR2,512GB,4.45,4337,2.1,LED,4
11.5,1.28,16,DR2,32GB,1.8,3085,8,LTPS-SCREEN,5
3.6,0.161,2,DR2,64GB,2.36,2762,8,IPS,6
15.2,5.73,16,DR2,1TB,2.77,2366,3.1,IPS-LCD,1
14.8,4.07,8,DDR4,128GB,2.34,3256,4,LTPS-SCREEN,2
15.7,2.33,4,DDR3,128GB,2.91,5225,1.9,LTPS-SCREEN,3
15.2,3.28,16,DDR3,256GB,3.91,4350,4,OLED,4
10.9,1.51,8,DR2,16GB,1.8,2880,3,IPS,5
4.5,0.154,2,DDR4,64GB,2.96,3062,8,OLED,6
13.3,7.58,2,DDR3,128GB,2.78,4455,2.1,IPS,1
14.2,5.98,8,DDR4,512GB,2.38,3133,2.1,LTPS-SCREEN,2
15.8,2.88,16,DR2,128GB,2.98,2539,2.1,OLED,3
13.7,3.45,8,DR2,128GB,4.13,4133,2.1,IPS,4
11.9,1.54,8,DDR3,64GB,2.36,3293,4,OLED,5
5.4,0.147,8,DDR3,32GB,1.5,3965,1.3,IPS,6
13.7,2.11,4,DDR4,128GB,1.69,4904,1.9,IPS-LCD,1
15.4,5.19,16,DR2,256GB,2.52,2645,1.2,AMOLED,2
15.6,2.43,8,DDR3,128GB,2.54,5484,3.1,LED,3
14.8,3.15,4,DDR3,512GB,4.3,4219,2.1,OLED,4
10.7,1.43,4,DR2,64GB,2.36,4488,4,LTPS-SCREEN,5
4.6,0.165,4,DDR4,128GB,2.5,3607,12,IPS,6
15.3,2.57,4,DDR3,256GB,2.52,2772,2.1,IPS,1
15.1,5.85,16,DDR4,512GB,2.84,2647,1.3,OLED,2
15.8,2.79,8,DDR3,128GB,2.36,4250,1.9,IPS,3
